VentaID,FechaVenta,DepartamentoVenta,ProvinciaVenta,DistritoVenta,EquipoVenta
190966,2018-10-30,lima,lima,san isidro,ventas en LINEA
191007,2018-10-30,lima,lima,san isidro,ventas en LINEA
191121,2018-10-31,lima,lima,san isidro,ventas en LINEA
191153,2018-11-02,lima,lima,san isidro,ventas en LINEA
191235,2018-10-31,lima,lima,san isidro,ventas en LINEA
191334,2018-11-02,lima,lima,san isidro,ventas en LINEA
191399,2018-11-04,lima,lima,san isidro,ventas en LINEA
191666,2018-11-08,lima,lima,san isidro,ventas en LINEA
191667,2018-11-08,lima,lima,san isidro,ventas en LINEA
191766,2018-11-09,lima,lima,san isidro,ventas en LINEA
191810,2018-11-10,lima,lima,san isidro,ventas en LINEA
191843,2018-11-12,lima,lima,san isidro,ventas en LINEA
191874,2018-11-12,lima,lima,san isidro,ventas en LINEA
191910,2018-11-12,lima,lima,san isidro,ventas en LINEA
191914,2018-11-12,lima,lima,san isidro,ventas en LINEA
191970,2018-11-13,lima,lima,san isidro,ventas en LINEA
192023,2018-11-14,lima,lima,san isidro,ventas en LINEA
192083,2018-11-15,lima,lima,san isidro,ventas en LINEA
192120,2018-11-15,lima,lima,san isidro,ventas en LINEA
192153,2018-11-15,lima,lima,san isidro,ventas en LINEA
192273,2018-11-17,lima,lima,san isidro,ventas en LINEA
192351,2018-11-19,lima,lima,san isidro,ventas en LINEA
192406,2018-11-20,lima,lima,san isidro,ventas en LINEA
192410,2018-11-20,lima,lima,san isidro,ventas en LINEA
192415,2018-11-20,lima,lima,san isidro,ventas en LINEA
192591,2018-11-23,lima,lima,san isidro,ventas en LINEA
192688,2018-11-24,lima,lima,san isidro,ventas en LINEA
192731,2018-11-25,lima,lima,san isidro,ventas en LINEA
192733,2018-11-25,lima,lima,san isidro,ventas en LINEA
192808,2018-11-26,lima,lima,san isidro,ventas en LINEA
193057,2018-11-30,lima,lima,san isidro,ventas en LINEA
193063,2018-11-29,lima,lima,san isidro,ventas en LINEA
193170,2018-11-29,lima,lima,san isidro,ventas en LINEA
193269,2018-11-30,lima,lima,san isidro,ventas en LINEA
193497,2018-11-30,lima,lima,san isidro,ventas en LINEA
193521,2018-12-01,lima,lima,san isidro,ventas en LINEA
193613,2018-12-04,lima,lima,san isidro,ventas en LINEA
193651,2018-12-05,lima,lima,san isidro,ventas en LINEA
193657,2018-12-04,lima,lima,san isidro,ventas en LINEA
193678,2018-12-05,lima,lima,san isidro,ventas en LINEA
193787,2018-12-06,lima,lima,san isidro,ventas en LINEA
193846,2018-12-07,lima,lima,san isidro,ventas en LINEA
193892,2018-12-07,lima,lima,san isidro,ventas en LINEA
193918,2018-12-10,lima,lima,san isidro,ventas en LINEA
193939,2018-12-09,lima,lima,san isidro,ventas en LINEA
193976,2018-12-10,lima,lima,san isidro,ventas en LINEA
193996,2018-12-10,lima,lima,san isidro,ventas en LINEA
194004,2018-12-10,lima,lima,san isidro,ventas en LINEA
194162,2018-12-12,lima,lima,san isidro,ventas en LINEA
194420,2018-12-15,lima,lima,san isidro,ventas en LINEA
194518,2018-12-17,lima,lima,san isidro,ventas en LINEA
194563,2018-12-18,lima,lima,san isidro,ventas en LINEA
194571,2018-12-18,lima,lima,san isidro,ventas en LINEA
194609,2018-12-18,lima,lima,san isidro,ventas en LINEA
194613,2018-12-18,lima,lima,san isidro,ventas en LINEA
194690,2018-12-19,lima,lima,san isidro,ventas en LINEA
194695,2018-12-20,lima,lima,san isidro,ventas en LINEA
194700,2018-12-19,lima,lima,san isidro,ventas en LINEA
194702,2018-12-20,lima,lima,san isidro,ventas en LINEA
194750,2018-12-20,lima,lima,san isidro,ventas en LINEA
194756,2018-12-20,lima,lima,san isidro,ventas en LINEA
195223,2018-12-28,lima,lima,san isidro,ventas en LINEA
195259,2018-12-31,lima,lima,san isidro,ventas en LINEA
195336,2018-12-30,lima,lima,san isidro,ventas en LINEA
195523,2018-12-31,lima,lima,san isidro,ventas en LINEA
123402,2016-01-04,lima,lima,independencia,Fuerza Oficina
123405,2016-01-04,lima,lima,independencia,Fuerza Oficina
123408,2016-01-04,lima,lima,santiago de surco,Fuerza Oficina
123417,2016-01-04,lima,lima,independencia,Fuerza Oficina
123418,2016-01-04,lima,lima,independencia,Fuerza Oficina
123435,2016-01-05,lima,lima,san miguel,Fuerza Oficina
123455,2016-01-05,lima,lima,independencia,Fuerza Oficina
123469,2016-01-05,lima,lima,chorrillos,Fuerza Oficina
123475,2016-01-05,lima,lima,chorrillos,Fuerza Oficina
123520,2016-01-06,lima,lima,chorrillos,Fuerza Oficina
123571,2016-01-07,lima,lima,san miguel,Fuerza Oficina
123747,2016-01-11,lima,lima,independencia,Fuerza Oficina
123752,2016-01-11,lima,lima,independencia,Fuerza Oficina
123791,2016-01-12,lima,lima,chorrillos,Fuerza Oficina
123822,2016-01-12,lima,lima,chorrillos,Fuerza Oficina
123949,2016-01-15,lima,lima,independencia,Fuerza Oficina
123974,2016-01-15,lima,lima,independencia,Fuerza Oficina
123995,2016-01-15,lima,lima,chorrillos,Fuerza Oficina
124004,2016-01-16,lima,lima,independencia,Fuerza Oficina
124050,2016-01-18,lima,lima,independencia,Fuerza Oficina
124120,2016-01-18,lima,lima,independencia,Fuerza Oficina
124126,2016-01-19,lima,lima,independencia,Fuerza Oficina
124186,2016-01-19,lima,lima,independencia,Fuerza Oficina
124196,2016-01-19,lima,lima,independencia,Fuerza Oficina
124293,2016-01-20,lima,lima,chorrillos,Fuerza Oficina
124318,2016-01-20,lima,lima,chorrillos,Fuerza Oficina
124321,2016-01-20,lima,lima,la victoria,Fuerza Oficina
124323,2016-01-20,lima,lima,chorrillos,Fuerza Oficina
124366,2016-01-21,lima,lima,chorrillos,Fuerza Oficina
124382,2016-01-21,lima,lima,independencia,Fuerza Oficina
124496,2016-01-22,lima,lima,independencia,Fuerza Oficina
124530,2016-01-25,lima,lima,chorrillos,Fuerza Oficina
124553,2016-01-25,lima,lima,independencia,Fuerza Oficina
124628,2016-01-25,lima,lima,santiago de surco,Fuerza Oficina
124629,2016-01-25,lima,lima,chorrillos,Fuerza Oficina
124639,2016-01-26,lima,lima,chorrillos,Fuerza Oficina
124678,2016-01-26,lima,lima,chorrillos,Fuerza Oficina
124850,2016-01-28,lima,lima,chorrillos,Fuerza Oficina
125001,2016-01-30,lima,lima,chorrillos,Fuerza Oficina
125122,2016-01-31,lima,lima,chorrillos,Fuerza Oficina
125132,2016-01-31,lima,lima,independencia,Fuerza Oficina
125136,2016-02-01,lima,lima,independencia,Fuerza Oficina
125137,2016-01-31,lima,lima,independencia,Fuerza Oficina
125142,2016-01-31,lima,lima,independencia,Fuerza Oficina
125143,2016-01-31,lima,lima,independencia,Fuerza Oficina
125214,2016-02-02,lima,lima,chorrillos,Fuerza Oficina
125219,2016-02-02,lima,lima,independencia,Fuerza Oficina
125222,2016-02-03,lima,lima,independencia,Fuerza Oficina
125289,2016-02-04,lima,lima,independencia,Fuerza Oficina
125305,2016-02-04,lima,lima,santiago de surco,Fuerza Oficina
125312,2016-02-05,lima,lima,independencia,Fuerza Oficina
125338,2016-02-05,lima,lima,santiago de surco,Fuerza Oficina
125351,2016-02-06,lima,lima,san miguel,Fuerza Oficina
125380,2016-02-08,lima,lima,chorrillos,Fuerza Oficina
125388,2016-02-08,lima,lima,independencia,Fuerza Oficina
125471,2016-02-09,lima,lima,independencia,Fuerza Oficina
125475,2016-02-09,lima,lima,independencia,Fuerza Oficina
125501,2016-02-10,lima,lima,chorrillos,Fuerza Oficina
125595,2016-02-11,lima,lima,independencia,Fuerza Oficina
125596,2016-02-11,lima,lima,independencia,Fuerza Oficina
125597,2016-02-12,lima,lima,chorrillos,Fuerza Oficina
125713,2016-02-15,lima,lima,independencia,Fuerza Oficina
125714,2016-02-15,lima,lima,independencia,Fuerza Oficina
125777,2016-02-16,lima,lima,santiago de surco,Fuerza Oficina
125820,2016-02-17,lima,lima,santiago de surco,Fuerza Oficina
125879,2016-02-18,lima,lima,independencia,Fuerza Oficina
125882,2016-02-18,lima,lima,santiago de surco,Fuerza Oficina
126046,2016-02-22,lima,lima,independencia,Fuerza Oficina
126047,2016-02-22,lima,lima,chorrillos,Fuerza Oficina
126074,2016-02-23,lima,lima,independencia,Fuerza Oficina
126184,2016-02-24,lima,lima,independencia,Fuerza Oficina
126271,2016-02-26,lima,lima,independencia,Fuerza Oficina
126326,2016-02-27,lima,lima,independencia,Fuerza Oficina
126334,2016-02-29,lima,lima,chorrillos,Fuerza Oficina
126338,2016-02-29,lima,lima,independencia,Fuerza Oficina
126389,2016-02-29,lima,lima,independencia,Fuerza Oficina
126455,2016-02-29,lima,lima,chorrillos,Fuerza Oficina
126758,2016-03-04,lima,lima,san miguel,Fuerza Oficina
126808,2016-03-07,lima,lima,independencia,Fuerza Oficina
126819,2016-03-07,lima,lima,santiago de surco,Fuerza Oficina
126831,2016-03-07,lima,lima,independencia,Fuerza Oficina
126862,2016-03-07,lima,lima,chorrillos,Fuerza Oficina
126922,2016-03-08,lima,lima,independencia,Fuerza Oficina
127205,2016-03-14,lima,lima,chorrillos,Fuerza Oficina
127282,2016-03-15,lima,lima,santiago de surco,Fuerza Oficina
127319,2016-03-16,lima,lima,chorrillos,Fuerza Oficina
127325,2016-03-16,lima,lima,independencia,Fuerza Oficina
127361,2016-03-17,lima,lima,santiago de surco,Fuerza Oficina
127419,2016-03-17,lima,lima,independencia,Fuerza Oficina
127420,2016-03-17,lima,lima,independencia,Fuerza Oficina
127421,2016-03-17,lima,lima,independencia,Fuerza Oficina
127471,2016-03-18,lima,lima,chorrillos,Fuerza Oficina
127474,2016-03-18,lima,lima,independencia,Fuerza Oficina
127578,2016-03-21,lima,lima,santiago de surco,Fuerza Oficina
127594,2016-03-21,lima,lima,independencia,Fuerza Oficina
127606,2016-03-22,lima,lima,independencia,Fuerza Oficina
127639,2016-03-22,lima,lima,santiago de surco,Fuerza Oficina
127710,2016-03-22,lima,lima,independencia,Fuerza Oficina
127819,2016-03-28,lima,lima,independencia,Fuerza Oficina
127820,2016-03-28,lima,lima,santiago de surco,Fuerza Oficina
127907,2016-03-28,lima,lima,independencia,Fuerza Oficina
127913,2016-03-28,lima,lima,chorrillos,Fuerza Oficina
128096,2016-03-30,lima,lima,chorrillos,Fuerza Oficina
128201,2016-03-31,lima,lima,chorrillos,Fuerza Oficina
128240,2016-03-31,lima,lima,villa el salvador,Fuerza Oficina
128271,2016-03-31,lima,lima,independencia,Fuerza Oficina
128336,2016-03-31,lima,lima,chorrillos,Fuerza Oficina
128444,2016-04-04,lima,lima,independencia,Fuerza Oficina
128509,2016-04-04,lima,lima,chorrillos,Fuerza Oficina
128566,2016-04-05,lima,lima,santiago de surco,Fuerza Oficina
128569,2016-04-05,lima,lima,independencia,Fuerza Oficina
128603,2016-04-06,lima,lima,independencia,Fuerza Oficina
128679,2016-04-07,lima,lima,independencia,Fuerza Oficina
128683,2016-04-08,lima,lima,independencia,Fuerza Oficina
128842,2016-04-11,lima,lima,independencia,Fuerza Oficina
128848,2016-04-11,lima,lima,chorrillos,Fuerza Oficina
128849,2016-04-11,lima,lima,san juan de miraflores,Fuerza Oficina
128850,2016-04-11,lima,lima,villa el salvador,Fuerza Oficina
128852,2016-04-11,lima,lima,chorrillos,Fuerza Oficina
128924,2016-04-12,lima,lima,independencia,Fuerza Oficina
128943,2016-04-12,lima,lima,santiago de surco,Fuerza Oficina
128972,2016-04-13,lima,lima,chorrillos,Fuerza Oficina
129029,2016-04-13,lima,lima,san miguel,Fuerza Oficina
129103,2016-04-14,lima,lima,independencia,Fuerza Oficina
129104,2016-04-14,lima,lima,chorrillos,Fuerza Oficina
129111,2016-04-15,lima,lima,chorrillos,Fuerza Oficina
129173,2016-04-15,lima,lima,chorrillos,Fuerza Oficina
129177,2016-04-15,lima,lima,san miguel,Fuerza Oficina
129251,2016-04-18,lima,lima,independencia,Fuerza Oficina
129252,2016-04-18,lima,lima,independencia,Fuerza Oficina
129352,2016-04-19,lima,lima,independencia,Fuerza Oficina
129420,2016-04-20,lima,lima,independencia,Fuerza Oficina
129422,2016-04-20,lima,lima,independencia,Fuerza Oficina
129508,2016-04-21,lima,lima,santiago de surco,Fuerza Oficina
129509,2016-04-21,lima,lima,independencia,Fuerza Oficina
129510,2016-04-21,lima,lima,independencia,Fuerza Oficina
129567,2016-04-22,lima,lima,independencia,Fuerza Oficina
129568,2016-04-22,lima,lima,san juan de miraflores,Fuerza Oficina
129679,2016-04-25,lima,lima,chorrillos,Fuerza Oficina
129680,2016-04-25,lima,lima,chorrillos,Fuerza Oficina
129681,2016-04-25,lima,lima,chorrillos,Fuerza Oficina
129738,2016-04-26,lima,lima,independencia,Fuerza Oficina
129739,2016-04-26,lima,lima,independencia,Fuerza Oficina
129828,2016-04-27,lima,lima,chorrillos,Fuerza Oficina
129830,2016-04-27,lima,lima,independencia,Fuerza Oficina
129924,2016-04-28,lima,lima,independencia,Fuerza Oficina
130041,2016-04-29,lima,lima,independencia,Fuerza Oficina
130042,2016-04-29,lima,lima,independencia,Fuerza Oficina
130096,2016-04-30,lima,lima,santiago de surco,Fuerza Oficina
130097,2016-04-30,lima,lima,santiago de surco,Fuerza Oficina
130099,2016-04-30,lima,lima,san miguel,Fuerza Oficina
130195,2016-04-30,lima,lima,santiago de surco,Fuerza Oficina
130199,2016-04-30,lima,lima,independencia,Fuerza Oficina
130201,2016-04-30,lima,lima,independencia,Fuerza Oficina
130207,2016-04-30,lima,lima,independencia,Fuerza Oficina
130208,2016-04-30,lima,lima,independencia,Fuerza Oficina
130266,2016-05-03,lima,lima,independencia,Fuerza Oficina
130403,2016-05-06,lima,lima,independencia,Fuerza Oficina
130548,2016-05-09,lima,lima,santiago de surco,Fuerza Oficina
130551,2016-05-09,lima,lima,independencia,Fuerza Oficina
130553,2016-05-09,lima,lima,independencia,Fuerza Oficina
130567,2016-05-10,lima,lima,chorrillos,Fuerza Oficina
130572,2016-05-10,lima,lima,independencia,Fuerza Oficina
130693,2016-05-12,lima,lima,chorrillos,Fuerza Oficina
130705,2016-05-12,lima,lima,independencia,Fuerza Oficina
130767,2016-05-12,lima,lima,chorrillos,Fuerza Oficina
130780,2016-05-13,lima,lima,independencia,Fuerza Oficina
130846,2016-05-14,lima,lima,san miguel,Fuerza Oficina
130884,2016-05-16,lima,lima,santiago de surco,Fuerza Oficina
131015,2016-05-17,lima,lima,independencia,Fuerza Oficina
131017,2016-05-17,lima,lima,independencia,Fuerza Oficina
131208,2016-05-20,lima,lima,independencia,Fuerza Oficina
131299,2016-05-23,lima,lima,san juan de miraflores,Fuerza Oficina
131306,2016-05-23,lima,lima,san miguel,Fuerza Oficina
131314,2016-05-23,lima,lima,independencia,Fuerza Oficina
131325,2016-05-23,lima,lima,independencia,Fuerza Oficina
131328,2016-05-23,lima,lima,independencia,Fuerza Oficina
131333,2016-05-23,lima,lima,independencia,Fuerza Oficina
131334,2016-05-23,lima,lima,independencia,Fuerza Oficina
131336,2016-05-23,lima,lima,chorrillos,Fuerza Oficina
131388,2016-05-24,lima,lima,san miguel,Fuerza Oficina
131487,2016-05-25,lima,lima,independencia,Fuerza Oficina
131672,2016-05-30,lima,lima,independencia,Fuerza Oficina
131824,2016-05-31,lima,lima,chorrillos,Fuerza Oficina
131994,2016-05-31,lima,lima,independencia,Fuerza Oficina
132233,2016-06-04,lima,lima,san juan de miraflores,Fuerza Oficina
132335,2016-06-06,lima,lima,chorrillos,Fuerza Oficina
132336,2016-06-06,lima,lima,san miguel,Fuerza Oficina
132379,2016-06-07,lima,lima,san juan de miraflores,Fuerza Oficina
132421,2016-06-08,lima,lima,independencia,Fuerza Oficina
132425,2016-06-09,lima,lima,chorrillos,Fuerza Oficina
132499,2016-06-10,lima,lima,san juan de miraflores,Fuerza Oficina
132564,2016-06-13,lima,lima,san juan de miraflores,Fuerza Oficina
132580,2016-06-13,lima,lima,independencia,Fuerza Oficina
132695,2016-06-14,lima,lima,san miguel,Fuerza Oficina
132696,2016-06-14,lima,lima,santiago de surco,Fuerza Oficina
132700,2016-06-14,lima,lima,santiago de surco,Fuerza Oficina
132701,2016-06-14,lima,lima,chorrillos,Fuerza Oficina
132732,2016-06-15,lima,lima,independencia,Fuerza Oficina
132751,2016-06-15,lima,lima,santiago de surco,Fuerza Oficina
132846,2016-06-17,lima,lima,santiago de surco,Fuerza Oficina
132874,2016-06-17,lima,lima,san miguel,Fuerza Oficina
133046,2016-06-21,lima,lima,independencia,Fuerza Oficina
133171,2016-06-22,lima,lima,independencia,Fuerza Oficina
133186,2016-06-22,lima,lima,santiago de surco,Fuerza Oficina
133194,2016-06-22,lima,lima,santiago de surco,Fuerza Oficina
133195,2016-06-22,lima,lima,santiago de surco,Fuerza Oficina
133200,2016-06-22,lima,lima,chorrillos,Fuerza Oficina
133225,2016-06-23,lima,lima,santiago de surco,Fuerza Oficina
133245,2016-06-23,lima,lima,independencia,Fuerza Oficina
133315,2016-06-24,lima,lima,independencia,Fuerza Oficina
133328,2016-06-24,lima,lima,independencia,Fuerza Oficina
133349,2016-06-25,lima,lima,independencia,Fuerza Oficina
133458,2016-06-27,lima,lima,independencia,Fuerza Oficina
133459,2016-06-27,lima,lima,independencia,Fuerza Oficina
133461,2016-06-27,lima,lima,chorrillos,Fuerza Oficina
133651,2016-06-30,lima,lima,santiago de surco,Fuerza Oficina
133874,2016-06-30,lima,lima,independencia,Fuerza Oficina
133895,2016-06-30,lima,lima,independencia,Fuerza Oficina
133965,2016-06-30,lima,lima,san juan de miraflores,Fuerza Oficina
133991,2016-07-04,lima,lima,chorrillos,Fuerza Oficina
134039,2016-07-04,lima,lima,independencia,Fuerza Oficina
134046,2016-07-04,lima,lima,independencia,Fuerza Oficina
134099,2016-07-05,lima,lima,independencia,Fuerza Oficina
134108,2016-07-05,lima,lima,independencia,Fuerza Oficina
134144,2016-07-06,lima,lima,santiago de surco,Fuerza Oficina
134238,2016-07-08,lima,lima,san miguel,Fuerza Oficina
134256,2016-07-09,lima,lima,independencia,Fuerza Oficina
134335,2016-07-11,lima,lima,independencia,Fuerza Oficina
134337,2016-07-11,lima,lima,independencia,Fuerza Oficina
134339,2016-07-11,lima,lima,independencia,Fuerza Oficina
134346,2016-07-12,lima,lima,independencia,Fuerza Oficina
134390,2016-07-12,lima,lima,santiago de surco,Fuerza Oficina
134392,2016-07-12,lima,lima,independencia,Fuerza Oficina
134522,2016-07-14,lima,lima,independencia,Fuerza Oficina
134523,2016-07-14,lima,lima,independencia,Fuerza Oficina
134588,2016-07-15,lima,lima,chorrillos,Fuerza Oficina
134685,2016-07-18,lima,lima,independencia,Fuerza Oficina
134686,2016-07-18,lima,lima,independencia,Fuerza Oficina
134687,2016-07-18,lima,lima,santiago de surco,Fuerza Oficina
134701,2016-07-19,lima,lima,independencia,Fuerza Oficina
134772,2016-07-19,lima,lima,independencia,Fuerza Oficina
134774,2016-07-19,lima,lima,santiago de surco,Fuerza Oficina
134782,2016-07-20,lima,lima,independencia,Fuerza Oficina
134784,2016-07-20,lima,lima,santiago de surco,Fuerza Oficina
134798,2016-07-20,lima,lima,independencia,Fuerza Oficina
134802,2016-07-20,lima,lima,chorrillos,Fuerza Oficina
134804,2016-07-20,lima,lima,santiago de surco,Fuerza Oficina
134809,2016-07-20,lima,lima,independencia,Fuerza Oficina
134872,2016-07-21,lima,lima,santiago de surco,Fuerza Oficina
134888,2016-07-21,lima,lima,independencia,Fuerza Oficina
134893,2016-07-21,lima,lima,independencia,Fuerza Oficina
134899,2016-07-21,lima,lima,san miguel,Fuerza Oficina
134948,2016-07-21,lima,lima,independencia,Fuerza Oficina
135003,2016-07-22,lima,lima,independencia,Fuerza Oficina
135052,2016-07-22,lima,lima,chorrillos,Fuerza Oficina
135170,2016-07-25,lima,lima,san juan de miraflores,Fuerza Oficina
135176,2016-07-25,lima,lima,san juan de miraflores,Fuerza Oficina
135183,2016-07-25,lima,lima,independencia,Fuerza Oficina
135209,2016-07-25,lima,lima,independencia,Fuerza Oficina
135324,2016-07-27,callao,callao,callao,Fuerza Oficina
135358,2016-07-27,callao,callao,callao,Fuerza Oficina
135373,2016-07-27,lima,lima,san miguel,Fuerza Oficina
135386,2016-07-27,lima,lima,independencia,Fuerza Oficina
135396,2016-07-27,lima,lima,santiago de surco,Fuerza Oficina
135474,2016-07-27,lima,lima,san juan de miraflores,Fuerza Oficina
135476,2016-07-27,lima,lima,independencia,Fuerza Oficina
135482,2016-07-27,lima,lima,san juan de miraflores,Fuerza Oficina
135546,2016-07-30,lima,lima,san juan de miraflores,Fuerza Oficina
135553,2016-07-30,lima,lima,independencia,Fuerza Oficina
135554,2016-07-30,lima,lima,san juan de miraflores,Fuerza Oficina
135592,2016-07-30,lima,lima,santiago de surco,Fuerza Oficina
135597,2016-07-30,lima,lima,chorrillos,Fuerza Oficina
135640,2016-07-30,lima,lima,san juan de miraflores,Fuerza Oficina
135647,2016-07-30,lima,lima,independencia,Fuerza Oficina
135661,2016-07-30,lima,lima,san juan de miraflores,Fuerza Oficina
135740,2016-07-30,lima,lima,independencia,Fuerza Oficina
135765,2016-07-30,lima,lima,independencia,Fuerza Oficina
135766,2016-07-30,lima,lima,santiago de surco,Fuerza Oficina
135897,2016-08-03,lima,lima,independencia,Fuerza Oficina
135956,2016-08-05,lima,lima,san juan de miraflores,Fuerza Oficina
136044,2016-08-06,lima,lima,santiago de surco,Fuerza Oficina
136046,2016-08-06,lima,lima,independencia,Fuerza Oficina
136106,2016-08-08,lima,lima,chorrillos,Fuerza Oficina
136116,2016-08-08,lima,lima,san juan de miraflores,Fuerza Oficina
136127,2016-08-08,lima,lima,santiago de surco,Fuerza Oficina
136226,2016-08-09,lima,lima,san juan de miraflores,Fuerza Oficina
136231,2016-08-09,lima,lima,santiago de surco,Fuerza Oficina
136256,2016-08-10,lima,lima,independencia,Fuerza Oficina
136484,2016-08-13,lima,lima,independencia,Fuerza Oficina
136505,2016-08-13,lima,lima,san juan de miraflores,Fuerza Oficina
136518,2016-08-15,lima,lima,san juan de miraflores,Fuerza Oficina
136618,2016-08-16,lima,lima,independencia,Fuerza Oficina
136719,2016-08-17,lima,lima,san juan de miraflores,Fuerza Oficina
136741,2016-08-17,lima,lima,san juan de miraflores,Fuerza Oficina
136866,2016-08-18,lima,lima,san juan de miraflores,Fuerza Oficina
136895,2016-08-19,lima,lima,san juan de miraflores,Fuerza Oficina
136914,2016-08-19,lima,lima,santiago de surco,Fuerza Oficina
136917,2016-08-19,lima,lima,independencia,Fuerza Oficina
136934,2016-08-19,lima,lima,independencia,Fuerza Oficina
136985,2016-08-19,lima,lima,santiago de surco,Fuerza Oficina
136991,2016-08-19,lima,lima,san juan de miraflores,Fuerza Oficina
136993,2016-08-19,lima,lima,independencia,Fuerza Oficina
137195,2016-08-23,lima,lima,independencia,Fuerza Oficina
137202,2016-08-23,lima,lima,independencia,Fuerza Oficina
137225,2016-08-23,lima,lima,independencia,Fuerza Oficina
137258,2016-08-23,lima,lima,santiago de surco,Fuerza Oficina
137261,2016-08-23,lima,lima,independencia,Fuerza Oficina
137357,2016-08-24,lima,lima,santiago de surco,Fuerza Oficina
137383,2016-08-24,lima,lima,independencia,Fuerza Oficina
137514,2016-08-26,lima,lima,chorrillos,Fuerza Oficina
137545,2016-08-26,lima,lima,independencia,Fuerza Oficina
137807,2016-08-31,lima,lima,chorrillos,Fuerza Oficina
137849,2016-08-31,lima,lima,la victoria,Fuerza Oficina
137884,2016-08-31,lima,lima,independencia,Fuerza Oficina
138123,2016-08-31,lima,lima,chorrillos,Fuerza Oficina
138212,2016-08-31,lima,lima,la victoria,Fuerza Oficina
138230,2016-08-31,lima,lima,la victoria,Fuerza Oficina
138239,2016-08-31,lima,lima,la victoria,Fuerza Oficina
138244,2016-08-31,lima,lima,san miguel,Fuerza Oficina
138245,2016-08-31,lima,lima,santiago de surco,Fuerza Oficina
138247,2016-08-31,lima,lima,la victoria,Fuerza Oficina
138273,2016-08-31,lima,lima,independencia,Fuerza Oficina
138300,2016-09-05,lima,lima,la victoria,Fuerza Oficina
138313,2016-09-05,lima,lima,san juan de miraflores,Fuerza Oficina
138317,2016-09-05,lima,lima,la victoria,Fuerza Oficina
138323,2016-09-05,lima,lima,independencia,Fuerza Oficina
138324,2016-09-05,lima,lima,san juan de miraflores,Fuerza Oficina
138325,2016-09-05,lima,lima,la victoria,Fuerza Oficina
138330,2016-09-05,lima,lima,chorrillos,Fuerza Oficina
138335,2016-09-05,lima,lima,la victoria,Fuerza Oficina
138363,2016-09-05,lima,lima,independencia,Fuerza Oficina
138370,2016-09-06,lima,lima,la victoria,Fuerza Oficina
138483,2016-09-07,lima,lima,san juan de miraflores,Fuerza Oficina
138508,2016-09-07,lima,lima,independencia,Fuerza Oficina
138522,2016-09-07,lima,lima,independencia,Fuerza Oficina
138526,2016-09-07,lima,lima,la victoria,Fuerza Oficina
138527,2016-09-07,lima,lima,san juan de miraflores,Fuerza Oficina
138666,2016-09-09,lima,lima,santiago de surco,Fuerza Oficina
138703,2016-09-10,lima,lima,independencia,Fuerza Oficina
138738,2016-09-12,lima,lima,san miguel,Fuerza Oficina
138745,2016-09-12,lima,lima,chorrillos,Fuerza Oficina
138760,2016-09-12,lima,lima,independencia,Fuerza Oficina
138807,2016-09-12,lima,lima,independencia,Fuerza Oficina
138955,2016-09-13,lima,lima,san juan de miraflores,Fuerza Oficina
138984,2016-09-13,lima,lima,chorrillos,Fuerza Oficina
139060,2016-09-14,lima,lima,san miguel,Fuerza Oficina
139062,2016-09-14,lima,lima,san juan de miraflores,Fuerza Oficina
139150,2016-09-15,lima,lima,san juan de miraflores,Fuerza Oficina
139219,2016-09-16,lima,lima,independencia,Fuerza Oficina
139335,2016-09-19,lima,lima,la victoria,Fuerza Oficina
139406,2016-09-20,lima,lima,san juan de miraflores,Fuerza Oficina
139438,2016-09-20,lima,lima,independencia,Fuerza Oficina
139458,2016-09-20,lima,lima,independencia,Fuerza Oficina
139481,2016-09-21,lima,lima,chorrillos,Fuerza Oficina
139505,2016-09-21,lima,lima,independencia,Fuerza Oficina
139534,2016-09-22,lima,lima,independencia,Fuerza Oficina
139594,2016-09-22,lima,lima,independencia,Fuerza Oficina
139598,2016-09-22,lima,lima,chorrillos,Fuerza Oficina
139616,2016-09-23,lima,lima,santiago de surco,Fuerza Oficina
139632,2016-09-23,lima,lima,independencia,Fuerza Oficina
139634,2016-09-23,lima,lima,independencia,Fuerza Oficina
139653,2016-09-23,lima,lima,santiago de surco,Fuerza Oficina
139655,2016-09-23,lima,lima,independencia,Fuerza Oficina
139672,2016-09-23,lima,lima,chorrillos,Fuerza Oficina
139742,2016-09-26,lima,lima,santiago de surco,Fuerza Oficina
139768,2016-09-26,lima,lima,independencia,Fuerza Oficina
139800,2016-09-27,lima,lima,independencia,Fuerza Oficina
139842,2016-09-27,lima,lima,independencia,Fuerza Oficina
139957,2016-09-28,lima,lima,independencia,Fuerza Oficina
139960,2016-09-28,lima,lima,independencia,Fuerza Oficina
139970,2016-09-28,lima,lima,independencia,Fuerza Oficina
140075,2016-09-30,lima,lima,independencia,Fuerza Oficina
140146,2016-09-30,lima,lima,chorrillos,Fuerza Oficina
140288,2016-09-30,lima,lima,independencia,Fuerza Oficina
140313,2016-09-30,lima,lima,santiago de surco,Fuerza Oficina
140315,2016-09-30,lima,lima,santiago de surco,Fuerza Oficina
140318,2016-09-30,lima,lima,chorrillos,Fuerza Oficina
140370,2016-09-30,lima,lima,chorrillos,Fuerza Oficina
140372,2016-09-30,lima,lima,independencia,Fuerza Oficina
140390,2016-09-30,lima,lima,independencia,Fuerza Oficina
140411,2016-10-04,lima,lima,independencia,Fuerza Oficina
140421,2016-10-04,lima,lima,independencia,Fuerza Oficina
